version,flow_code,region_code,unit_reference,value,unit_emission,metric
v2.1.6,M_ALUM_01_RES,SE,Meuro,2113.4031604059,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,SI,Meuro,3265.6019730734,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,SK,Meuro,8257.6640959848,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,TR,Meuro,5677.3363838796,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,TW,Meuro,4611.0909407066,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,US,Meuro,4498.0362513957,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,WA,Meuro,9370.6624870598,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,WE,Meuro,27157.6455492751,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,WF,Meuro,3954.3102463022,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,WL,Meuro,4377.5181183408,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,WM,Meuro,14325.2687595939,tonnes CO2eq,GTP20
v2.1.6,M_ALUM_01_RES,ZA,Meuro,26742.1909538525,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,AT,Meuro,672.6892539485,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,AU,Meuro,393.4645423126,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,BE,Meuro,563.3363946636,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,BG,Meuro,409.5814597178,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,BR,Meuro,663.6705779087,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,CA,Meuro,550.9716131272,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,CH,Meuro,418.6311561874,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,CN,Meuro,1198.2241832853,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,CY,Meuro,1282.8874596587,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,CZ,Meuro,844.7175067229,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,DE,Meuro,560.7022514504,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,DK,Meuro,915.0575049372,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,EE,Meuro,782.1638145953,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,ES,Meuro,368.3609468341,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,FI,Meuro,651.4839423065,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,FR,Meuro,347.8204914692,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,GB,Meuro,631.6565433049,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,GR,Meuro,872.410712731,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,Global,Meuro,113.3473968015,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,HR,Meuro,439.6528096703,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,HU,Meuro,494.0103401513,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,ID,Meuro,1173.6788748424,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,IE,Meuro,306.5665726968,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,IN,Meuro,730.8749129826,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,IT,Meuro,473.685508537,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,JP,Meuro,397.0021417762,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,KR,Meuro,1053.6235710378,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,LT,Meuro,744.5933229493,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,LU,Meuro,1157.8644543588,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,LV,Meuro,636.497518046,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,MT,Meuro,599.9001053918,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,MX,Meuro,602.4422364407,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,NL,Meuro,501.1673334853,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,PL,Meuro,502.2275236071,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,PT,Meuro,486.0546802988,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,RO,Meuro,137.0835378535,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,RU,Meuro,821.764979268,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,SE,Meuro,684.3771721989,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,SI,Meuro,703.9168202691,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,SK,Meuro,647.09198492,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,TR,Meuro,795.9578344453,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,TW,Meuro,85.634919168,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,US,Meuro,473.0373914842,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,WA,Meuro,1270.162892667,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,WE,Meuro,129.2014825132,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,WF,Meuro,41.5526179509,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,WL,Meuro,943.1677490118,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,WM,Meuro,845.6957291666,tonnes CO2eq,GTP20
v2.1.6,M_ALUO,ZA,Meuro,695.6032121609,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,AT,Meuro,-30713.6998833112,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,AU,Meuro,-230088.2712507437,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,BE,Meuro,-91194.5847529144,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,BG,Meuro,-17952.8102145751,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,BR,Meuro,-26190.3991157932,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,CA,Meuro,-63665.58462888,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,CH,Meuro,-59151.3575115396,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,CN,Meuro,-225835.7894623575,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,CY,Meuro,-112892.2859610564,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,CZ,Meuro,-167839.4960523787,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,DE,Meuro,-49838.1378121989,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,DK,Meuro,-26160.377728708,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,EE,Meuro,-143744.4078452469,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,ES,Meuro,-35865.5098391189,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,FI,Meuro,-103889.0001651284,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,FR,Meuro,-114842.0776490198,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,GB,Meuro,-53520.5908470502,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,GR,Meuro,-75162.4373644738,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,Global,Meuro,-23104.1301019309,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,HR,Meuro,-132061.7008457457,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,HU,Meuro,-168450.6482909879,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,ID,Meuro,-25447.8049663438,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,IE,Meuro,-56085.1560559219,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,IN,Meuro,-35154.2134163428,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,IT,Meuro,-66169.2199037651,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,JP,Meuro,-164164.0067144472,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,KR,Meuro,-180237.4236921622,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,LT,Meuro,-140471.5317530512,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,LU,Meuro,-111980.488838727,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,LV,Meuro,-205595.6143282916,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,MT,Meuro,-109362.334701049,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,MX,Meuro,-587556.9609116957,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,NL,Meuro,-58856.5410001476,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,NO,Meuro,-123448.0499925491,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,PL,Meuro,-127116.7618300277,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,PT,Meuro,-127752.8657682752,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,RO,Meuro,-50021.9115260746,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,RU,Meuro,-152940.8766342771,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,SE,Meuro,-92473.080732128,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,SI,Meuro,-68826.8719026641,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,SK,Meuro,-104023.2114506702,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,TR,Meuro,-265455.3890842472,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,TW,Meuro,-152533.7028627259,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,US,Meuro,-91047.6562101698,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,WA,Meuro,-188864.251159028,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,WE,Meuro,-49239.1522316989,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,WF,Meuro,-55424.6009187251,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,WL,Meuro,-123512.8675941877,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,WM,Meuro,-12096.1721683728,tonnes CO2eq,GTP20
v2.1.6,M_ALUW,ZA,Meuro,-200241.3752920548,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,AT,Meuro,-59701.78022683,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,AU,Meuro,-339835.948887789,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,BE,Meuro,-149632.1077865834,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,BG,Meuro,-85301.2729928209,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,BR,Meuro,-94644.4386718483,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,CA,Meuro,-110285.1988365436,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,CH,Meuro,-130363.5638950649,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,CN,Meuro,-244283.028101961,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,CY,Meuro,-190055.6879273259,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,CZ,Meuro,-216553.2431765707,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,DE,Meuro,-66590.561614881,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,DK,Meuro,-40529.7379064399,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,EE,Meuro,-154308.817219597,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,ES,Meuro,-56441.2519904731,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,FI,Meuro,-195377.5154866413,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,FR,Meuro,-157368.1661730035,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,GB,Meuro,-80021.0486811513,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,GR,Meuro,-138100.9091582831,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,HR,Meuro,-251200.654643564,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,HU,Meuro,-257919.2721134371,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,ID,Meuro,-102422.6869844701,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,IE,Meuro,-116095.0737030816,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,IT,Meuro,-75848.3164214758,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,JP,Meuro,-213381.1695586544,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,LT,Meuro,-224297.331177478,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,LV,Meuro,-319124.0881603873,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,MT,Meuro,-88452.5822970664,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,MX,Meuro,-801938.1036995951,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,NL,Meuro,-113501.1407824929,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,NO,Meuro,-140686.2412225269,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,PL,Meuro,-211821.1440691459,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,PT,Meuro,-205188.2463000467,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,RO,Meuro,-63814.2798953727,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,RU,Meuro,-253139.9875084388,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,SE,Meuro,-145090.5962509041,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,SI,Meuro,-102210.3216522574,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,SK,Meuro,-578112.3541790751,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,TR,Meuro,-362848.1040949485,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,US,Meuro,-231849.2241233187,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,WA,Meuro,-287231.0643230578,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,WE,Meuro,-54513.796923844,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,WF,Meuro,-79914.5016612156,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,WL,Meuro,-206009.454082015,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,WM,Meuro,-61208.6263581241,tonnes CO2eq,GTP20
v2.1.6,M_ALU_sort,ZA,Meuro,-331556.0590136367,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,AT,Meuro,236.4792026125,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,AU,Meuro,1092.3180065614,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,BG,Meuro,208.47154308,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,BR,Meuro,507.1583889173,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,CA,Meuro,777.7771667714,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,CH,Meuro,338.5385667686,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,CN,Meuro,1877.3035288621,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,CY,Meuro,558.8553055287,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,CZ,Meuro,609.8382625806,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,DE,Meuro,588.2990186337,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,DK,Meuro,417.3226880886,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,ES,Meuro,710.3148283074,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,FI,Meuro,406.7194463161,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,FR,Meuro,1061.3188855949,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,GB,Meuro,1338.4075857213,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,GR,Meuro,719.1956430221,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,HR,Meuro,696.9846616931,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,HU,Meuro,499.391906561,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,ID,Meuro,661.9413578444,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,IE,Meuro,200.3524005889,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,IN,Meuro,230.7623606066,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,IT,Meuro,1020.2086514326,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,JP,Meuro,2041.8747668598,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,LU,Meuro,723.2513886375,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,MX,Meuro,231.4352376299,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,NL,Meuro,522.7432682832,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,NO,Meuro,606.9648411166,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,PL,Meuro,742.6159469716,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,PT,Meuro,1261.385307259,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,RO,Meuro,203.9507973003,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,RU,Meuro,905.5461676656,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,SE,Meuro,665.6875927701,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,SI,Meuro,823.5934845835,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,SK,Meuro,312.1497620396,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,TR,Meuro,741.9484467306,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,US,Meuro,1007.1827475398,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,WA,Meuro,1797.8811522326,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,WE,Meuro,408.5750088345,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,WF,Meuro,50.1404507318,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,WL,Meuro,1410.8734259359,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,WM,Meuro,2340.2565501407,tonnes CO2eq,GTP20
v2.1.6,M_AL_INCI,ZA,Meuro,531.6518890071,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,AT,Meuro,568.7416942742,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,BG,Meuro,693.775035712,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,CA,Meuro,1299.7045030833,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,CH,Meuro,400.7368021231,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,CN,Meuro,2510.021979006,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,CZ,Meuro,1440.2812763532,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,DE,Meuro,1792.1567154467,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,DK,Meuro,391.0931263136,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,ES,Meuro,903.7746212645,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,FI,Meuro,864.6088693384,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,FR,Meuro,1370.2624230647,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,GB,Meuro,1444.3543164871,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,GR,Meuro,670.2048318938,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,HR,Meuro,183.3318269843,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,HU,Meuro,1149.2607454686,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,IE,Meuro,166.9646178061,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,IT,Meuro,1289.9061216293,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,JP,Meuro,1410.1727670071,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,KR,Meuro,2289.4322893079,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,LU,Meuro,1430.511274977,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,NL,Meuro,917.960668089,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,NO,Meuro,617.2242598284,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,PL,Meuro,1015.2898719106,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,PT,Meuro,3035.8465586984,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,RO,Meuro,245.9541723664,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,RU,Meuro,1226.7227090738,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,SE,Meuro,429.3918994191,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,SI,Meuro,2090.5059011448,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,SK,Meuro,4049.8656050953,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,TR,Meuro,5106.7228464903,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,US,Meuro,1656.3463086295,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,WA,Meuro,3095.3504761002,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,WE,Meuro,1473.7465130095,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,WF,Meuro,51.1065822981,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,WL,Meuro,2149.6163850929,tonnes CO2eq,GTP20
v2.1.6,M_AL_LAND,WM,Meuro,3868.8312783675,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,AT,Meuro,732.9752331379,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,AU,Meuro,470.2504712972,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,BE,Meuro,780.5034493345,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,BG,Meuro,717.4809866557,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,BR,Meuro,1004.6395291001,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,CA,Meuro,753.5569666579,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,CH,Meuro,1084.821163781,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,CN,Meuro,1028.0760026484,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,CY,Meuro,1341.9020291433,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,CZ,Meuro,985.8429436951,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,DE,Meuro,591.6015685896,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,DK,Meuro,1249.9183800953,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,EE,Meuro,1053.3264858886,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,ES,Meuro,596.0735501497,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,FI,Meuro,974.6010349278,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,FR,Meuro,534.4656221901,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,GB,Meuro,901.3590469821,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,GR,Meuro,902.0519661196,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,Global,Meuro,723.299206926,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,HR,Meuro,494.8890334933,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,HU,Meuro,799.5227539806,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,ID,Meuro,1793.8568475458,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,IE,Meuro,472.272334359,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,IN,Meuro,920.8777192293,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,IT,Meuro,685.1441310544,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,JP,Meuro,552.4461067567,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,KR,Meuro,1142.0077765845,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,LT,Meuro,839.9436424172,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,LU,Meuro,418.719228507,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,LV,Meuro,875.1610772641,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,MT,Meuro,289.9796138995,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,MX,Meuro,422.0066250681,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,NL,Meuro,771.1653306541,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,NO,Meuro,313.1957232404,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,PL,Meuro,993.5381064018,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,PT,Meuro,502.7854584999,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,RO,Meuro,379.189997601,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,SE,Meuro,706.0092004301,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,SI,Meuro,834.8391508928,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,SK,Meuro,960.5451910649,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,TR,Meuro,1786.5515069755,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,TW,Meuro,586.2847387877,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,US,Meuro,532.1108246795,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,WA,Meuro,1785.9104926114,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,WE,Meuro,456.8489164822,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,WF,Meuro,188.5281810788,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,WL,Meuro,1095.7758110573,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,WM,Meuro,1128.8905486651,tonnes CO2eq,GTP20
v2.1.6,M_ANTH,ZA,Meuro,833.7324022475,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,AT,Meuro,-12276.2766512627,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,AU,Meuro,-15025.1128990855,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,BG,Meuro,-42043.039107454,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,BR,Meuro,-33605.0422433412,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,CA,Meuro,-19018.894584651,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,CH,Meuro,-28381.8477058327,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,CN,Meuro,-48534.1102081658,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,CY,Meuro,-16000.6581139976,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,CZ,Meuro,-12476.5099560776,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,DE,Meuro,-9793.4906484239,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,DK,Meuro,-2200.2584001364,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,EE,Meuro,-42860.0363624389,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,ES,Meuro,-11497.3337394606,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,FI,Meuro,-23047.4896992722,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,FR,Meuro,-9196.0647105816,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,GB,Meuro,-3778.5170455319,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,GR,Meuro,-11257.1849518951,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,Global,Meuro,-35247.9380410761,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,HR,Meuro,-7499.9900856012,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,HU,Meuro,-20713.4112382595,tonnes CO2eq,GTP20
v2.1.6,M_ASHW,ID,Meuro,-25626.4501588961,tonnes CO2eq,GTP20
